Variable,Region,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
regional_emissions,WAF,1.817,2.1611,2.37125,2.01961,1.61079,1.51083,1.40374,1.0634,0.782639,0.751011,0.794766,0.760858,0.621838,0.378646,0.0337456,-0.419134,-0.873361,-1.14093,-1.47375,-1.64569,-1.61782,-1.68318,-1.82114,-1.93303,-2.0226,-2.09278,-2.14291
regional_emissions,EAF,0.283526,0.391862,0.480775,0.477278,0.431837,0.397615,0.379832,0.374778,0.385042,0.412914,0.45942,0.520216,0.581856,0.627126,0.630648,0.584927,0.517401,0.51978,0.494586,0.503926,0.559903,0.58353,0.580307,0.57731,0.574017,0.569937,0.564223
regional_emissions,SAF,0.507151,0.380364,0.272146,0.230417,0.195328,0.16812,0.139067,0.103788,0.0646387,0.0246602,-0.0136748,-0.0492471,-0.0815577,-0.110408,-0.135543,-0.156698,-0.173915,-0.161373,-0.162427,-0.153067,-0.132563,-0.123976,-0.123441,-0.122956,-0.12248,-0.121979,-0.121386
regional_emissions,WEU,3.13174,2.3488,1.56587,1.22177,1.1009,1.03097,0.9762,0.911248,0.823762,0.714513,0.605215,0.508125,0.415744,0.327295,0.251832,0.191426,0.144684,0.222446,0.244606,0.310265,0.424452,0.485288,0.507602,0.526486,0.54207,0.554383,0.562771
regional_emissions,CEU,0.784933,0.5887,0.392467,0.323128,0.28677,0.249442,0.212255,0.176491,0.139509,0.10028,0.0622647,0.0286321,0.000640991,-0.0207433,-0.036664,-0.0498338,-0.0607241,-0.0489354,-0.047874,-0.0397152,-0.0240291,-0.0174089,-0.0167722,-0.0162541,-0.0157773,-0.0152794,-0.014666
regional_emissions,TUR,0.435783,0.340738,0.335242,0.314694,0.291573,0.274904,0.264377,0.25738,0.248657,0.234985,0.218321,0.201124,0.185073,0.170821,0.157057,0.143299,0.131363,0.138052,0.136996,0.142154,0.153822,0.158508,0.158555,0.158622,0.158726,0.15889,0.159149
regional_emissions,UKR,0.403864,0.302898,0.262352,0.262259,0.258883,0.23864,0.214673,0.196581,0.176698,0.150206,0.123403,0.101001,0.0821734,0.0658552,0.0522021,0.0411852,0.0321587,0.0372163,0.035743,0.0394929,0.0489351,0.0526389,0.0524188,0.0522518,0.0521583,0.0521542,0.0522978
regional_emissions,STAN,0.485141,0.418184,0.41468,0.397774,0.369207,0.335036,0.3138,0.315959,0.317935,0.302526,0.295848,0.317951,0.34045,0.337515,0.322555,0.312039,0.305523,0.309486,0.307767,0.310354,0.317425,0.320043,0.319685,0.319429,0.319278,0.319223,0.319303
regional_emissions,RUS,1.8782,1.40865,1.28654,1.18557,1.08073,0.984715,0.900953,0.830405,0.773478,0.725714,0.670612,0.602283,0.541357,0.50265,0.475904,0.450766,0.429175,0.450637,0.45202,0.466305,0.493988,0.505006,0.505313,0.505537,0.505829,0.506323,0.507197
regional_emissions,ME,2.00627,1.5047,1.44408,1.44977,1.46616,1.46299,1.45275,1.44821,1.43534,1.40128,1.35169,1.2964,1.24689,1.20917,1.17469,1.13788,1.1077,1.1771,1.20638,1.26918,1.3701,1.42842,1.45486,1.47686,1.49446,1.50762,1.51528
regional_emissions,INDIA,2.77719,2.54423,2.74459,2.84297,2.92979,3.05459,3.15206,3.16629,3.09777,2.94757,2.69758,2.35708,1.97573,1.5876,1.20379,0.841156,0.515966,0.530385,0.404822,0.419746,0.589777,0.629988,0.58076,0.540353,0.508422,0.484879,0.471941
regional_emissions,KOR,0.784572,0.588429,0.392286,0.274985,0.210028,0.152646,0.101389,0.0562989,0.0178692,-0.0137531,-0.0387061,-0.0570291,-0.0695097,-0.0776672,-0.0827385,-0.085701,-0.0868515,-0.0723785,-0.0670177,-0.0579864,-0.0451336,-0.0390887,-0.0373501,-0.03599,-0.0348634,-0.0338592,-0.0328636
regional_emissions,CHN,11.3913,8.54349,5.69566,3.13518,1.85508,0.677652,-0.368163,-1.22702,-1.89294,-2.38195,-2.68898,-2.81967,-2.83618,-2.81392,-2.78222,-2.74825,-2.69703,-2.38986,-2.23426,-2.03309,-1.78411,-1.65033,-1.5903,-1.54276,-1.50473,-1.47397,-1.44939
regional_emissions,SEAS,1.51417,1.29412,1.36058,1.34237,1.26398,1.15736,1.06733,1.01501,0.961624,0.881082,0.793912,0.711265,0.612745,0.496118,0.390094,0.306444,0.23397,0.253989,0.231732,0.24946,0.313393,0.337433,0.332522,0.328599,0.325715,0.323943,0.323734
regional_emissions,INDO,1.63506,1.22629,1.12285,1.04761,0.952951,0.824203,0.698271,0.598385,0.508367,0.413634,0.311045,0.205849,0.107025,0.0163658,-0.066989,-0.141466,-0.207503,-0.203316,-0.230791,-0.229244,-0.195574,-0.189577,-0.202283,-0.212767,-0.220929,-0.226624,-0.229011
regional_emissions,JAP,1.06462,0.798468,0.532312,0.266156,0.129252,0.0761308,0.0257491,-0.0231417,-0.0698703,-0.111928,-0.146518,-0.172598,-0.193729,-0.214535,-0.233918,-0.249013,-0.260112,-0.239754,-0.236843,-0.22417,-0.200901,-0.191371,-0.190839,-0.190491,-0.190091,-0.189441,-0.188206
regional_emissions,OCE,0.388396,0.291297,0.194198,0.0970991,2.01664e-07,-0.0941935,-0.126009,-0.140127,-0.155564,-0.195752,-0.239738,-0.25251,-0.252302,-0.269604,-0.298134,-0.322515,-0.34167,-0.33414,-0.338839,-0.332583,-0.314557,-0.307356,-0.307624,-0.307664,-0.307517,-0.307218,-0.306759
regional_emissions,RSAS,0.417044,0.450939,0.534739,0.610657,0.689098,0.780039,0.887432,1.00749,1.1168,1.19737,1.25609,1.30073,1.32908,1.33887,1.3301,1.30415,1.26845,1.33561,1.35258,1.41377,1.53479,1.60127,1.62307,1.64008,1.6523,1.65955,1.66053
regional_emissions,RSAF,0.786528,0.613291,0.651397,0.911686,1.11366,1.00322,0.806588,0.638438,0.586289,0.616244,0.688537,0.765249,0.819035,0.837844,0.836363,0.827624,0.815623,0.856908,0.875103,0.916105,0.987543,1.03131,1.05167,1.0682,1.08063,1.0886,1.09064
baseline,CAN,0.509941,0.514153,0.523239,0.531672,0.538593,0.513836,0.491049,0.503996,0.536666,0.564289,0.575022,0.563937,0.541374,0.521227,0.515615,0.531664,0.557962,0.583883,0.604814,0.624704,0.643473,0.658813,0.671105,0.681103,0.688933,0.694597,0.697654
baseline,USA,5.38449,5.13368,4.8672,4.66143,4.52234,4.56356,4.60729,4.63682,4.64318,4.6228,4.58803,4.55937,4.57113,4.646,4.7449,4.82591,4.89934,5.00171,5.09059,5.17301,5.24925,5.30954,5.35724,5.39614,5.42696,5.45018,5.46443
baseline,MEX,0.571992,0.58659,0.610091,0.659828,0.705596,0.725646,0.73576,0.755859,0.78681,0.823307,0.854008,0.86991,0.876281,0.882033,0.89707,0.927889,0.966668,1.00661,1.04118,1.07267,1.10133,1.12513,1.14449,1.16015,1.17234,1.18111,1.18571
baseline,RCAM,0.302354,0.318128,0.337122,0.354743,0.379876,0.422727,0.48409,0.560231,0.638944,0.7086,0.766418,0.81291,0.852712,0.890106,0.924553,0.955334,0.985422,1.02133,1.05366,1.08291,1.10968,1.13164,1.14931,1.16357,1.17464,1.18261,1.18674
baseline,BRA,1.57495,1.60719,1.67717,1.83816,1.99034,2.05216,1.98678,1.78839,1.54726,1.37007,1.33228,1.4481,1.53536,1.44457,1.30697,1.27654,1.30495,1.31847,1.31286,1.31417,1.32094,1.3237,1.3238,1.32416,1.32476,1.32521,1.32552
baseline,RSAM,1.3813,1.54001,1.61384,1.59424,1.6288,1.83996,2.001,1.93509,1.80024,1.7794,1.84533,1.9255,1.97163,1.95967,1.93414,1.94128,1.9678,2.00164,2.02358,2.04731,2.07259,2.09076,2.10368,2.11426,2.12271,2.129,2.13266
baseline,NAF,0.578676,0.652125,0.712495,0.752865,0.774708,0.785457,0.81263,0.878313,0.966026,1.05253,1.12349,1.17248,1.21395,1.26306,1.31953,1.37998,1.44333,1.50932,1.57038,1.62349,1.66915,1.7075,1.73888,1.7635,1.78183,1.79406,1.7989
baseline,WAF,1.81918,2.76092,3.25025,2.9656,2.5427,2.58396,2.63751,2.23734,1.88714,2.13961,2.79561,3.53566,4.28618,5.03945,5.80459,6.58995,7.39622,8.21487,8.97518,9.64031,10.2205,10.7178,11.1342,11.4713,11.7339,11.9237,12.0241
baseline,EAF,0.284488,0.465924,0.599091,0.621265,0.587936,0.568704,0.574244,0.603353,0.666031,0.775683,0.94914,1.19936,1.5216,1.89668,2.26482,2.57742,2.86558,3.16729,3.45534,3.70282,3.91426,4.0968,4.2507,4.37489,4.47121,4.54059,4.57684
baseline,SAF,0.506444,0.54664,0.553219,0.554129,0.563106,0.597292,0.63998,0.671618,0.688998,0.693655,0.690829,0.685906,0.681864,0.680494,0.681458,0.684055,0.687995,0.696201,0.702136,0.70839,0.714895,0.719396,0.722505,0.72503,0.727035,0.728549,0.729464
baseline,WEU,3.13112,2.96617,2.80312,2.72008,2.75342,2.90472,3.12278,3.3431,3.51237,3.60284,3.67518,3.78245,3.86156,3.85601,3.85051,3.93331,4.06366,4.19327,4.29885,4.39834,4.49156,4.56818,4.63011,4.68083,4.72099,4.75064,4.76754
baseline,CEU,0.784473,0.757151,0.727493,0.737234,0.764131,0.782639,0.79679,0.81332,0.824869,0.823446,0.811767,0.793507,0.765159,0.725641,0.691517,0.677664,0.673643,0.667805,0.65863,0.651696,0.646708,0.641561,0.636678,0.632759,0.629771,0.627641,0.626542
baseline,TUR,0.434206,0.485857,0.52087,0.53063,0.531875,0.542677,0.566355,0.600508,0.634445,0.658509,0.674426,0.686627,0.699286,0.714021,0.722805,0.718787,0.709034,0.703075,0.698145,0.693418,0.689084,0.684908,0.681111,0.677853,0.675145,0.673025,0.671566
baseline,UKR,0.404111,0.399853,0.40916,0.449821,0.487881,0.495317,0.493895,0.506504,0.517669,0.510061,0.493438,0.480865,0.472279,0.465298,0.461795,0.463617,0.468141,0.473974,0.478036,0.482266,0.486662,0.489898,0.492253,0.494182,0.495723,0.496879,0.49756
baseline,STAN,0.486676,0.524492,0.552697,0.558371,0.54223,0.51236,0.498076,0.519273,0.541447,0.535484,0.544104,0.605397,0.669517,0.6848,0.673631,0.668188,0.667994,0.667272,0.664549,0.662691,0.661613,0.660146,0.658549,0.657227,0.656185,0.655389,0.654864
baseline,RUS,1.87658,1.94906,2.0038,2.01883,1.9973,1.95867,1.92238,1.90444,1.9153,1.9513,1.95739,1.89251,1.81646,1.79147,1.78903,1.7695,1.7396,1.71923,1.69916,1.68155,1.66656,1.65187,1.63853,1.62756,1.61897,1.61283,1.60966
baseline,ME,1.99857,2.08309,2.18853,2.35325,2.53173,2.67753,2.81593,2.97555,3.13324,3.26113,3.36195,3.44973,3.55215,3.68825,3.83166,3.95514,4.07107,4.20386,4.32706,4.43529,4.53048,4.60983,4.67452,4.72597,4.76511,4.79241,4.80519
baseline,INDIA,2.77294,3.42849,4.02333,4.51958,5.05333,5.74568,6.52251,7.28892,8.0432,8.7818,9.40803,9.84667,10.1802,10.4937,10.7443,10.8883,10.9959,11.1572,11.3137,11.4512,11.5711,11.6671,11.7436,11.8044,11.8506,11.8831,11.8982
baseline,KOR,0.781191,0.823328,0.823506,0.800579,0.772718,0.744291,0.716014,0.686153,0.654733,0.62179,0.585865,0.546282,0.50724,0.473621,0.44794,0.430807,0.417248,0.403762,0.388968,0.376536,0.366239,0.356632,0.348093,0.341127,0.335673,0.331684,0.329478
baseline,CHN,11.3559,12.4514,12.848,12.706,12.4937,12.1688,11.7308,11.1667,10.5067,9.77872,8.99226,8.17072,7.40678,6.79327,6.34609,6.04485,5.80049,5.55057,5.28363,5.05726,4.86797,4.69472,4.54263,4.4189,4.32236,4.2522,4.2141
baseline,SEAS,1.49673,1.78147,2.0273,2.15972,2.1968,2.18445,2.20516,2.31663,2.45201,2.54491,2.64001,2.77597,2.86845,2.84948,2.82326,2.89579,3.02079,3.13796,3.23195,3.31856,3.39747,3.46075,3.50997,3.54797,3.57546,3.59251,3.59697
baseline,INDO,1.61633,1.6855,1.7385,1.80016,1.82684,1.78459,1.7382,1.75175,1.80377,1.85607,1.88114,1.86617,1.84265,1.84154,1.85393,1.86557,1.87741,1.89775,1.91445,1.92982,1.94404,1.95365,1.95966,1.96345,1.96521,1.96507,1.96256
baseline,JAP,1.06016,1.00165,0.949021,0.902774,0.879995,0.879409,0.885989,0.89466,0.895726,0.881226,0.85333,0.817922,0.786467,0.768191,0.757903,0.748458,0.738929,0.733097,0.725652,0.71994,0.715881,0.711168,0.706429,0.702506,0.699396,0.697115,0.695851
baseline,OCE,0.387397,0.368212,0.36179,0.401968,0.450648,0.468903,0.461318,0.425236,0.404251,0.432388,0.462014,0.447355,0.421019,0.423243,0.441912,0.456825,0.469048,0.48568,0.501189,0.515304,0.528181,0.538685,0.547151,0.554011,0.559371,0.563306,0.565516
baseline,RSAS,0.416603,0.544844,0.678801,0.811343,0.957697,1.13665,1.36124,1.63491,1.9291,2.21771,2.51396,2.83549,3.17944,3.54042,3.92144,4.32482,4.74309,5.16977,5.56515,5.91119,6.21267,6.47085,6.68667,6.86109,6.99664,7.09434,7.14579
baseline,RSAF,0.788224,0.723564,0.795068,1.1451,1.44223,1.3667,1.11416,0.943472,0.915319,1.02226,1.22178,1.46363,1.70154,1.90589,2.10454,2.32813,2.56634,2.80396,3.02136,3.21126,3.37643,3.51794,3.63639,3.73221,3.80673,3.86038,3.88832
relative_abatement,CAN,0,0.264511,0.53303,0.746352,0.807442,0.85677,0.899206,0.93881,0.976864,1.01343,1.04679,1.07525,1.09928,1.12003,1.13925,1.15786,1.17303,1.15135,1.1454,1.12804,1.09866,1.08385,1.07901,1.07496,1.07165,1.06904,1.06724
relative_abatement,USA,0,0.217869,0.458897,0.727431,0.94583,0.999091,1.04369,1.08029,1.11015,1.1347,1.15437,1.16934,1.18033,1.18784,1.19123,1.1899,1.18374,1.14284,1.12084,1.09063,1.05157,1.02853,1.01656,1.00678,0.998934,0.992848,0.988766
relative_abatement,MEX,0,0.270416,0.523627,0.595207,0.659998,0.721435,0.781693,0.841391,0.900076,0.957149,1.01193,1.06364,1.11195,1.15676,1.19788,1.23485,1.26636,1.2587,1.26601,1.25853,1.23554,1.22684,1.22786,1.22855,1.22901,1.22932,1.22947
relative_abatement,RCAM,0,0.290455,0.394519,0.460464,0.52219,0.583221,0.64518,0.708203,0.771943,0.835896,0.899485,0.962016,1.02283,1.08123,1.13627,1.18679,1.23131,1.23565,1.25353,1.25457,1.23811,1.23505,1.24096,1.24564,1.24928,1.25204,1.25386
relative_abatement,BRA,0,0.265701,0.5366,0.794098,1,1.11889,1.2013,1.27551,1.34316,1.40787,1.47411,1.54441,1.61001,1.66073,1.70239,1.74316,1.78062,1.76358,1.7708,1.75903,1.7266,1.71544,1.71848,1.72099,1.72287,1.724,1.72402
relative_abatement,RSAM,0,0.327066,0.576621,0.789023,0.999678,1.10073,1.19951,1.29012,1.37503,1.45996,1.54429,1.62494,1.69905,1.76426,1.82122,1.87118,1.91306,1.89353,1.89991,1.88446,1.84613,1.83103,1.83152,1.83181,1.83194,1.83191,1.83169
relative_abatement,NAF,0,0.174415,0.212593,0.24817,0.281244,0.31309,0.344465,0.375523,0.40619,0.436287,0.465181,0.492238,0.517247,0.54005,0.56041,0.578124,0.593035,0.590328,0.59435,0.591534,0.581518,0.577928,0.578729,0.579312,0.579718,0.579972,0.580057
relative_abatement,WAF,0,0.203798,0.253152,0.301609,0.350415,0.40201,0.457541,0.516791,0.579624,0.646085,0.715384,0.786224,0.857024,0.926532,0.994356,1.06133,1.11321,1.13258,1.15597,1.16148,1.14929,1.14765,1.15332,1.15758,1.16089,1.16357,1.16588
relative_abatement,EAF,0,0.143305,0.176387,0.209601,0.243916,0.280834,0.321011,0.364385,0.41078,0.459956,0.511486,0.564731,0.618629,0.672334,0.725622,0.777435,0.82374,0.840477,0.861554,0.86898,0.862836,0.863927,0.870009,0.874693,0.87836,0.88128,0.883579
relative_abatement,SAF,0,0.310211,0.525473,0.602799,0.672093,0.737251,0.799856,0.859366,0.915467,0.968214,1.01759,1.06349,1.10536,1.14247,1.17426,1.20043,1.22119,1.2041,1.20438,1.19173,1.1654,1.15415,1.15304,1.15209,1.15122,1.1504,1.14956
relative_abatement,WEU,0,0.216537,0.457181,0.568079,0.616746,0.660972,0.702569,0.741652,0.77839,0.812953,0.844907,0.873694,0.898878,0.920241,0.938489,0.954214,0.966493,0.949892,0.946145,0.933077,0.910095,0.898777,0.895458,0.892677,0.890382,0.88854,0.887217
relative_abatement,CEU,0,0.22778,0.473459,0.576757,0.640305,0.696654,0.748039,0.795891,0.84164,0.886337,0.928578,0.966459,0.999222,1.02659,1.04941,1.06863,1.08425,1.06881,1.06845,1.05757,1.03522,1.02577,1.02505,1.02445,1.02387,1.02321,1.02233
relative_abatement,TUR,0,0.30778,0.367421,0.419544,0.465489,0.508037,0.548665,0.587627,0.624754,0.659841,0.692635,0.72288,0.750439,0.775081,0.796177,0.81321,0.826461,0.81571,0.815711,0.807327,0.790006,0.78228,0.781109,0.780096,0.779215,0.778449,0.777787
relative_abatement,UKR,0,0.245943,0.368512,0.430181,0.486353,0.537543,0.585785,0.632888,0.679242,0.724348,0.766526,0.804495,0.838493,0.868878,0.895422,0.917916,0.936561,0.927203,0.930551,0.923743,0.906051,0.89943,0.900253,0.900897,0.90133,0.901523,0.901355
